Gene,Coefficient_x,Odds Ratio,Coefficient_y,Absolute_Coefficient
SYF2,-0.000351872,0.99964819,-9.12E-05,9.116922719309624e-05
DBNDD1,-0.000352036,0.999648026,-0.000271073,0.000271073
SERPINB6,-0.00035238,0.999647682,-4.55E-05,4.5542815118183866e-05
GAK,-0.000352388,0.999647674,-4.19E-05,4.193264726562538e-05
CREBRF,-0.000353922,0.999646141,0.000116934,0.000116934
ZNF142,-0.000354186,0.999645877,-8.01E-05,8.008988239469397e-05
RPL17,-0.000354485,0.999645578,-5.57E-05,5.566007028010673e-05
LONRF1,-0.000354663,0.9996454,-0.000113036,0.000113036
RHOD,-0.000354828,0.999645235,-0.000177409,0.000177409
SNF8,-0.000355366,0.999644697,-2.16E-05,2.1554979904820495e-05
PDE11A,-0.00035602,0.999644044,0.000162895,0.000162895
AP3B1,-0.000356408,0.999643656,1.5534271598470484e-06,1.5534271598470484e-06
LRRC27,-0.000356781,0.999643283,-0.000110859,0.000110859
NEMF,-0.000356863,0.999643201,8.615824321852976e-05,8.615824321852976e-05
HDAC5,-0.000358887,0.999641177,5.00547176326277e-05,5.00547176326277e-05
FLYWCH1,-0.000359222,0.999640842,-2.03E-06,2.0332702989197746e-06
MTMR12,-0.000359247,0.999640818,7.220193761886193e-05,7.220193761886193e-05
HSD17B1,-0.000359372,0.999640692,0.000228922,0.000228922
RPL24,-0.000359699,0.999640366,2.299200044515552e-05,2.299200044515552e-05
RAP1B,-0.000359999,0.999640066,-0.000107167,0.000107167
C15orf40,-0.000360129,0.999639936,-6.22E-05,6.221410948207499e-05
ZNF236,-0.000362223,0.999637843,-7.44E-05,7.436520756064127e-05
CEP85,-0.000362363,0.999637703,-0.000223572,0.000223572
CSNK1D,-0.000363026,0.99963704,-8.91E-05,8.906101392287119e-05
IMP4,-0.000363213,0.999636853,-6.01E-05,6.005236698000769e-05
ZC3H11A,-0.000364837,0.99963523,-8.06E-05,8.063772252388875e-05
WSB1,-0.000364901,0.999635166,-0.000159826,0.000159826
IGBP1,-0.000367007,0.999633061,5.375710731570123e-05,5.375710731570123e-05
KHSRP,-0.000367464,0.999632603,-4.44E-05,4.437077215326858e-05
JDP2,-0.000368041,0.999632027,-2.16E-05,2.156967637577563e-05
PPP5C,-0.000368859,0.999631209,-0.000117828,0.000117828
SNX9,-0.000368952,0.999631116,-4.84E-05,4.8399390991478095e-05
ANO10,-0.000368958,0.99963111,-4.61E-05,4.608981118832921e-05
IRS2,-0.000369555,0.999630513,0.000343477,0.000343477
SCEL,-0.000370456,0.999629612,3.581783288346147e-05,3.581783288346147e-05
BRWD3,-0.000370827,0.999629241,-7.18E-05,7.183365134755433e-05
RAB11FIP5,-0.000371228,0.999628841,-8.63E-05,8.633077481639065e-05
CIAO1,-0.00037123,0.999628839,-8.86E-05,8.861908604323142e-05
ACTN1,-0.000371519,0.99962855,-1.90E-05,1.902714662439277e-05
ZRANB1,-0.000371745,0.999628324,9.513422085334882e-05,9.513422085334882e-05
BPI,-0.000371959,0.99962811,-2.88E-05,2.882987629078534e-05
PHB2,-0.000373143,0.999626926,-6.06E-05,6.055872634532812e-05
RPS27A,-0.000373386,0.999626684,-2.63E-05,2.628925029697811e-05
CCDC28A,-0.00037348,0.99962659,-0.000146902,0.000146902
STX8,-0.000373839,0.999626231,-9.60E-05,9.596529329770464e-05
RRAGD,-0.000373987,0.999626083,0.000163238,0.000163238
RTN3,-0.000374117,0.999625953,2.326075774514852e-05,2.326075774514852e-05
GK5,-0.00037471,0.99962536,-2.68E-05,2.679214217892259e-05
TADA2B,-0.000374927,0.999625144,-1.83E-05,1.826266194914113e-05
SPATA20,-0.000375566,0.999624504,7.951428993095266e-05,7.951428993095266e-05
SIN3A,-0.000376296,0.999623775,8.168530156484229e-05,8.168530156484229e-05
GNG10,-0.000376341,0.99962373,-5.22E-05,5.219004096278215e-05
SLC39A1,-0.000376828,0.999623243,-0.000140482,0.000140482
PAK1IP1,-0.000377371,0.999622701,-0.000163153,0.000163153
HR,-0.000377479,0.999622592,6.770884050756511e-05,6.770884050756511e-05
WDR36,-0.000377495,0.999622576,-2.50E-05,2.50359405547726e-05
GRIN1,-0.000378199,0.999621873,-2.06E-05,2.057187240742065e-05
NCOR2,-0.000378571,0.999621501,3.1085069548337715e-05,3.1085069548337715e-05
SF3B1,-0.000378738,0.999621333,-8.49E-06,8.486622284299e-06
PIGN,-0.000379049,0.999621023,-0.000118505,0.000118505
TTI2,-0.000379543,0.999620529,-0.000104736,0.000104736
SERINC1,-0.00037987,0.999620202,7.737191380874191e-05,7.737191380874191e-05
USP6NL,-0.000380045,0.999620027,-0.000179215,0.000179215
ZDHHC21,-0.00038092,0.999619152,-0.000147373,0.000147373
SUPT3H,-0.000381776,0.999618297,-2.34E-05,2.344875393950081e-05
C9orf78,-0.000382416,0.999617657,-0.000105571,0.000105571
PDE5A,-0.000382458,0.999617615,0.000251483,0.000251483
SECISBP2,-0.000383117,0.999616957,-7.03E-05,7.029475015822226e-05
COASY,-0.000384026,0.999616048,9.366045125131298e-06,9.366045125131298e-06
HHIPL1,-0.000384027,0.999616047,-0.000138783,0.000138783
MSL3,-0.000384169,0.999615904,-0.000152489,0.000152489
FBXO25,-0.000385125,0.999614949,8.829828586875456e-05,8.829828586875456e-05
CMTR1,-0.000385512,0.999614562,-6.65E-05,6.653101451103809e-05
OMD,-0.000387392,0.999612683,0.000195812,0.000195812
VDR,-0.000387915,0.99961216,-0.000169174,0.000169174
ARHGEF4,-0.00038942,0.999610656,-4.42E-05,4.420907227151768e-05
MIEN1,-0.000390208,0.999609868,-0.000120414,0.000120414
DCLRE1B,-0.00039099,0.999609087,-0.000178239,0.000178239
DNAJB4,-0.000391515,0.999608561,-6.76E-06,6.764266142204878e-06
ANKMY1,-0.000391892,0.999608184,6.377535386533142e-05,6.377535386533142e-05
EMC1,-0.000391909,0.999608168,-0.000102719,0.000102719
C9orf116,-0.000393552,0.999606526,-0.000159976,0.000159976
BLZF1,-0.000394029,0.999606048,-0.000208384,0.000208384
TINF2,-0.000395832,0.999604246,-1.79E-05,1.7908329059374874e-05
LIN37,-0.000395879,0.9996042,-0.00023792,0.00023792
CYTH1,-0.00039634,0.999603738,-0.000124147,0.000124147
SERPINB5,-0.00039643,0.999603649,7.400725738986903e-05,7.400725738986903e-05
YWHAZ,-0.000397129,0.999602949,-0.000145198,0.000145198
HAUS5,-0.00039756,0.999602519,-0.000181339,0.000181339
BIN3,-0.000397626,0.999602453,4.048238189093001e-06,4.048238189093001e-06
COX10,-0.000398436,0.999601643,-9.00E-05,8.999158615895057e-05
RBL2,-0.000400287,0.999599793,0.000116587,0.000116587
RBPJ,-0.00040067,0.99959941,-0.000119904,0.000119904
EID1,-0.000400726,0.999599354,6.681986849965162e-05,6.681986849965162e-05
TJP1,-0.000400876,0.999599204,8.147746510745596e-06,8.147746510745596e-06
THOP1,-0.000403888,0.999596194,-0.00012585,0.00012585
COMT,-0.00040466,0.999595422,-1.81E-05,1.811919795410323e-05
EPM2A,-0.000404769,0.999595313,8.844772554591519e-05,8.844772554591519e-05
CTPS1,-0.000405133,0.999594949,-0.000178591,0.000178591
ENY2,-0.000405145,0.999594937,-0.000182004,0.000182004
MOB1B,-0.000405256,0.999594826,-0.000136783,0.000136783
PRIMPOL,-0.000405706,0.999594376,-2.52E-05,2.51678075799339e-05
TRMT2A,-0.000406108,0.999593974,-9.86E-05,9.864271679910566e-05
NAP1L3,-0.000406784,0.999593298,-8.26E-05,8.264455739441685e-05
KDM4D,-0.0004069,0.999593182,-0.00014446,0.00014446
MINPP1,-0.000407395,0.999592688,-0.000176244,0.000176244
ANKRD53,-0.000407416,0.999592667,0.000128468,0.000128468
PEMT,-0.00040769,0.999592393,2.1954614419087037e-05,2.1954614419087037e-05
TBCK,-0.000407915,0.999592169,-1.63E-05,1.630866408405731e-05
ECEL1,-0.000408819,0.999591264,-0.000169577,0.000169577
IPO5,-0.000408915,0.999591169,4.05260622996801e-05,4.05260622996801e-05
RGPD6,-0.000409193,0.999590891,-6.05E-05,6.047882253963935e-05
STMN3,-0.000409239,0.999590845,-6.97E-05,6.969352101295154e-05
ITGAE,-0.000409432,0.999590652,-0.000247207,0.000247207
JUND,-0.00040996,0.999590124,8.568226135747051e-05,8.568226135747051e-05
KCNJ5,-0.000411894,0.99958819,-0.000200367,0.000200367
PXMP2,-0.000411906,0.999588179,-0.000111975,0.000111975
MRPL50,-0.000412604,0.999587481,-0.000102345,0.000102345
ZNF182,-0.000413195,0.999586891,-0.000158063,0.000158063
STAU2,-0.000413243,0.999586842,-0.000140918,0.000140918
DUSP14,-0.000413622,0.999586464,-1.33E-05,1.3266874682621096e-05
ERCC4,-0.000413737,0.999586349,-2.88E-05,2.8823400343331272e-05
UBE2D4,-0.000414328,0.999585757,-5.56E-05,5.556206399286601e-05
STRIP1,-0.00041436,0.999585726,-7.75E-05,7.754593308860903e-05
CTSF,-0.00041521,0.999584876,6.023107168074901e-05,6.023107168074901e-05
NDUFS4,-0.000415654,0.999584432,2.0605471938848173e-05,2.0605471938848173e-05
BAG5,-0.00041605,0.999584037,-7.53E-05,7.531341930385946e-05
YIPF6,-0.000416474,0.999583612,-7.55E-05,7.552346189032555e-05
KLC3,-0.00041676,0.999583327,-0.000144424,0.000144424
TXNL4B,-0.000417767,0.999582321,-6.89E-05,6.893919597807281e-05
MRPL43,-0.000417916,0.999582171,-0.000128628,0.000128628
VTI1A,-0.000418176,0.999581912,-4.73E-05,4.725332101750135e-05
TENM3,-0.000418397,0.999581691,3.445532937699971e-05,3.445532937699971e-05
SNUPN,-0.000418606,0.999581482,-3.93E-05,3.926007210735497e-05
AADAT,-0.000419119,0.999580969,-2.16E-05,2.161188915440239e-05
ZNF24,-0.000419189,0.999580899,3.920876570744081e-06,3.920876570744081e-06
ARID4A,-0.000419507,0.999580581,0.000107921,0.000107921
STK40,-0.000419571,0.999580517,-0.000107401,0.000107401
ITGA2,-0.000421324,0.999578764,8.762559569867184e-05,8.762559569867184e-05
LRCH2,-0.000421498,0.999578591,-0.000110387,0.000110387
EDEM1,-0.000422021,0.999578068,-0.000163601,0.000163601
EIF2AK4,-0.000422353,0.999577736,-0.00012441,0.00012441
MRPS33,-0.000422633,0.999577457,-0.00010818,0.00010818
CAPZA1,-0.000423636,0.999576454,-0.000274951,0.000274951
NOMO1,-0.000424664,0.999575426,5.661390350096551e-08,5.661390350096551e-08
PCDHGC3,-0.000424951,0.999575139,0.000179276,0.000179276
NAP1L1,-0.000425187,0.999574903,-6.16E-05,6.160312490080706e-05
SSBP2,-0.000425243,0.999574848,9.986836182838618e-05,9.986836182838618e-05
TFAM,-0.000426365,0.999573726,-8.10E-05,8.097945573258374e-05
AP3D1,-0.000426956,0.999573135,-4.10E-05,4.101829964157575e-05
RAB38,-0.000427396,0.999572696,6.773695462314322e-06,6.773695462314322e-06
RSAD1,-0.000427626,0.999572465,-7.92E-06,7.918449350148224e-06
MORC4,-0.000427898,0.999572194,-7.99E-05,7.985976418703553e-05
GABRG2,-0.00042834,0.999571752,-7.64E-05,7.635860189435405e-05
DYM,-0.00042886,0.999571232,1.5019736586924933e-05,1.5019736586924933e-05
MESP1,-0.000430883,0.99956921,0.000267494,0.000267494
FAM98B,-0.000431325,0.999568768,-0.000133182,0.000133182
ZNF526,-0.000431564,0.999568529,-0.000138935,0.000138935
CDK4,-0.000432084,0.999568009,-0.000123447,0.000123447
RNF180,-0.000434531,0.999565564,5.393473394767721e-05,5.393473394767721e-05
CDKL1,-0.000434643,0.999565452,-4.10E-05,4.0994494648638816e-05
MRPS22,-0.000434803,0.999565292,-8.46E-05,8.456516384795082e-05
ITM2C,-0.000435117,0.999564977,-0.000219861,0.000219861
GTPBP8,-0.000436605,0.99956349,-0.000116628,0.000116628
SAP18,-0.000436915,0.99956318,-6.51E-05,6.510658077433194e-05
MCM10,-0.000438236,0.99956186,-0.000233618,0.000233618
RNLS,-0.0004384,0.999561696,-5.59E-05,5.588751143650785e-05
TCF12,-0.00043891,0.999561186,-4.23E-05,4.2349539024346544e-05
MPC2,-0.000439337,0.999560759,-0.000126848,0.000126848
FKBP15,-0.000439366,0.999560731,-0.000168557,0.000168557
CDKN2AIPNL,-0.00043939,0.999560707,-9.40E-05,9.401267798675277e-05
SUN1,-0.000441358,0.999558739,-3.47E-05,3.469869735356866e-05
TIMM13,-0.000441706,0.999558391,-6.82E-05,6.817061299608379e-05
KCTD2,-0.000441777,0.999558321,-3.91E-05,3.914876493556554e-05
ATXN7,-0.000441791,0.999558307,-7.59E-05,7.586375892509531e-05
TLR6,-0.000442411,0.999557687,-0.000221316,0.000221316
DLK2,-0.000442483,0.999557614,3.808342810965055e-05,3.808342810965055e-05
POLE,-0.00044355,0.999556549,-9.11E-05,9.114486278741316e-05
CWC22,-0.000444364,0.999555735,-8.98E-05,8.976615341283346e-05
PCDHB3,-0.000444379,0.999555719,0.00020213,0.00020213
PRMT2,-0.000444862,0.999555237,-0.000113333,0.000113333
RTCA,-0.000445897,0.999554203,-0.000130107,0.000130107
FBXO7,-0.000445987,0.999554112,-6.46E-05,6.462415416379381e-05
IL18R1,-0.000446357,0.999553742,-0.000272033,0.000272033
TNFAIP8L3,-0.000446585,0.999553515,-0.000159795,0.000159795
ZMAT3,-0.000447436,0.999552664,-9.31E-05,9.306204944218092e-05
EXTL2,-0.000447835,0.999552265,-0.000108992,0.000108992
CASKIN2,-0.00044812,0.99955198,2.5536036281303964e-05,2.5536036281303964e-05
HDAC6,-0.000448215,0.999551885,-9.34E-05,9.34005644141478e-05
PRKCA,-0.000448276,0.999551824,-6.28E-05,6.283192430447341e-05
POLK,-0.000448338,0.999551763,2.781258216870766e-05,2.781258216870766e-05
EHD3,-0.000449396,0.999550705,8.958699442624448e-05,8.958699442624448e-05
N4BP2L1,-0.000449661,0.99955044,8.373231509519082e-05,8.373231509519082e-05
PIR,-0.000449763,0.999550338,-0.000205635,0.000205635
SLC25A3,-0.000449837,0.999550264,-7.92E-05,7.918551024766428e-05
NOP2,-0.000450006,0.999550095,-0.000125017,0.000125017
TRIP10,-0.000450396,0.999549705,-0.000127885,0.000127885
KIF19,-0.000450629,0.999549472,-0.000146293,0.000146293
GNA13,-0.000450673,0.999549428,-0.000104514,0.000104514
RWDD2A,-0.000450864,0.999549237,-0.000158435,0.000158435
ALKBH3,-0.000451594,0.999548508,-4.21E-05,4.21368557727269e-05
RLF,-0.00045221,0.999547893,-0.00010099,0.00010099
PPP1R3D,-0.00045262,0.999547482,-0.000106331,0.000106331
METTL14,-0.0004528,0.999547303,-3.52E-05,3.520924297486291e-05
ODF2L,-0.000452915,0.999547187,-0.000230517,0.000230517
SLC25A29,-0.000453372,0.999546731,-7.24E-05,7.244044556593832e-05
PLEKHM2,-0.000453632,0.999546471,-0.000108431,0.000108431
SPIB,-0.000454013,0.99954609,-7.35E-05,7.353928595088175e-05
DNM2,-0.00045451,0.999545594,-5.45E-05,5.451106936233546e-05
PIGB,-0.000454631,0.999545472,4.58159368447366e-05,4.58159368447366e-05
RPLP2,-0.000454636,0.999545468,4.291821941970059e-05,4.291821941970059e-05
RAD51D,-0.000454659,0.999545444,-9.44E-05,9.443011973779471e-05
RILPL2,-0.000454761,0.999545342,7.883321887619359e-05,7.883321887619359e-05
DNAJB2,-0.000455142,0.999544962,-4.32E-05,4.317360176782012e-05
B9D2,-0.000456013,0.999544091,-0.000135511,0.000135511
BCL2A1,-0.000456022,0.999544082,-0.00041355,0.00041355
PMPCA,-0.000456659,0.999543445,-9.82E-05,9.821773187618406e-05
TDRD3,-0.000456712,0.999543392,-6.19E-05,6.192701956571778e-05
VPS26B,-0.000457846,0.999542259,-6.71E-05,6.711938948864189e-05
KLF2,-0.000461113,0.999538994,0.000339111,0.000339111
POM121,-0.000461403,0.999538703,3.565045850679495e-05,3.565045850679495e-05
TNKS2,-0.000462515,0.999537592,-9.34E-06,9.342671317974158e-06
MIB2,-0.000464766,0.999535342,-3.25E-05,3.247479277081883e-05
B4GALT1,-0.000464898,0.99953521,-8.99E-05,8.992817021314693e-05
LMTK2,-0.000465617,0.999534492,-8.75E-05,8.747487636910634e-05
EYA3,-0.000465738,0.99953437,-0.000141863,0.000141863
NUDT8,-0.00046587,0.999534238,9.76935140706266e-05,9.76935140706266e-05
ZCRB1,-0.000466165,0.999533944,-0.000132712,0.000132712
ZCCHC4,-0.000466227,0.999533882,-7.27E-05,7.270579679496698e-05
POLDIP3,-0.000466355,0.999533754,-0.00010631,0.00010631
POLR3A,-0.000466642,0.999533467,-7.06E-05,7.062426089386991e-05
ZNF25,-0.000466666,0.999533443,2.875379288093133e-05,2.875379288093133e-05
REXO4,-0.000466679,0.999533429,-0.000146281,0.000146281
USP31,-0.000466847,0.999533262,-8.97E-06,8.971131048824549e-06
POGLUT1,-0.000467005,0.999533104,-6.30E-05,6.298237980069833e-05
SERPINF1,-0.000468048,0.999532062,-0.000189293,0.000189293
EARS2,-0.000468204,0.999531905,1.2600743333204647e-05,1.2600743333204647e-05
GPR171,-0.000469516,0.999530594,-9.53E-05,9.528226118305926e-05
RAB36,-0.000470878,0.999529233,0.000136117,0.000136117
PSMD9,-0.000471337,0.999528774,-8.48E-05,8.476581153001083e-05
PSMD3,-0.000472195,0.999527917,-0.000124135,0.000124135
RTN1,-0.000472826,0.999527286,3.553838027160316e-05,3.553838027160316e-05
USP33,-0.00047335,0.999526762,-5.59E-05,5.5924507096511214e-05
RFX7,-0.000474735,0.999525377,-4.86E-06,4.861457593994915e-06
EAF1,-0.000476083,0.99952403,-0.000164296,0.000164296
CASP2,-0.000476235,0.999523879,-0.000208084,0.000208084
USO1,-0.000476537,0.999523576,-2.04E-05,2.0370640662346548e-05
EHMT1,-0.0004771,0.999523014,-6.21E-05,6.214731800871162e-05
PLAGL1,-0.000477566,0.999522548,6.50100007211574e-05,6.50100007211574e-05
P4HTM,-0.000479322,0.999520793,-0.000124315,0.000124315
ZNF791,-0.00047967,0.999520445,-0.000162795,0.000162795
N6AMT1,-0.000480029,0.999520087,5.638365009937724e-07,5.638365009937724e-07
CRIM1,-0.000480492,0.999519624,0.000224787,0.000224787
EPB41L4B,-0.000480571,0.999519545,-2.68E-05,2.680422345099041e-05
DDRGK1,-0.000480896,0.99951922,-3.77E-05,3.7675270793543006e-05
OSBPL2,-0.000482223,0.999517893,-4.06E-05,4.056065471748707e-05
DENND2D,-0.000482516,0.999517601,-4.93E-05,4.925493131079008e-05
RBBP6,-0.000483197,0.99951692,-0.000119322,0.000119322
ZBTB38,-0.000483607,0.999516509,3.945349966853751e-05,3.945349966853751e-05
TUBGCP6,-0.000484557,0.99951556,6.709360391645141e-05,6.709360391645141e-05
IDUA,-0.00048511,0.999515008,-9.04E-05,9.038503831135594e-05
ZNF879,-0.000486771,0.999513347,-0.000176056,0.000176056
SPSB3,-0.000488399,0.999511721,-9.03E-05,9.03155778253452e-05
ETS1,-0.000488682,0.999511437,3.455104929424822e-05,3.455104929424822e-05
CHCHD3,-0.000488984,0.999511135,-0.000125906,0.000125906
ABCA1,-0.000489199,0.999510921,-9.64E-05,9.644203191981528e-05
CYP4F8,-0.000490136,0.999509984,0.000166745,0.000166745
GLE1,-0.000490563,0.999509557,-0.000111681,0.000111681
CLSTN1,-0.000490646,0.999509474,-1.29E-05,1.2866264705884214e-05
ASTN2,-0.000492162,0.999507959,0.000175767,0.000175767
C17orf80,-0.000492245,0.999507876,-6.25E-05,6.246225551144891e-05
ADCK1,-0.000492783,0.999507338,-7.20E-05,7.19879725574581e-05
SGCB,-0.000492991,0.99950713,-4.23E-06,4.22843323779655e-06
BTRC,-0.00049319,0.999506931,-2.79E-05,2.7854593739507112e-05
C12orf29,-0.000493406,0.999506716,-0.000174472,0.000174472
SET,-0.000493563,0.999506559,-0.000153078,0.000153078
WDR75,-0.000493796,0.999506326,-0.000138944,0.000138944
ACVR2B,-0.000494373,0.999505749,-0.000235129,0.000235129
FOXRED1,-0.000495738,0.999504385,-6.02E-05,6.018436131963005e-05
OSBP2,-0.000496272,0.999503851,-6.70E-05,6.7034838794151e-05
ZADH2,-0.000496686,0.999503437,-2.10E-06,2.098712157574956e-06
SPOP,-0.000496779,0.999503345,-6.09E-05,6.093522907257669e-05
CPNE3,-0.000496816,0.999503308,-5.58E-05,5.580369198087375e-05
MRPL37,-0.000497473,0.999502651,-0.000128331,0.000128331
MR1,-0.000498237,0.999501887,-7.09E-05,7.087048494749861e-05
PNKP,-0.000498338,0.999501787,-0.000121695,0.000121695
KLHL20,-0.000499999,0.999500126,2.76997511124066e-05,2.76997511124066e-05
HYDIN,-0.00050005,0.999500075,-0.000279576,0.000279576
ABLIM2,-0.000500067,0.999500058,-0.000220444,0.000220444
TTC30A,-0.000500083,0.999500042,-4.46E-05,4.459874638687751e-05
TMC7,-0.000500674,0.999499452,-0.000105575,0.000105575
CAMLG,-0.000500889,0.999499236,-6.54E-05,6.539856110355634e-05
GNG2,-0.000502541,0.999497586,0.000110398,0.000110398
TNRC6C,-0.000503233,0.999496894,-0.000116971,0.000116971
MON1B,-0.000503503,0.999496623,-0.000102473,0.000102473
ATXN1,-0.00050351,0.999496616,-0.0001846,0.0001846
SLC6A11,-0.000504799,0.999495329,-0.000107589,0.000107589
MAN1A2,-0.00050541,0.999494717,-3.24E-05,3.23804882494845e-05
ASH2L,-0.00050551,0.999494618,6.778309813411723e-07,6.778309813411723e-07
BBC3,-0.000505563,0.999494564,-5.39E-05,5.3871323958430434e-05
SUCLG2,-0.000505685,0.999494443,8.870863085501737e-05,8.870863085501737e-05
SLC35B4,-0.000506455,0.999493673,-0.000141271,0.000141271
PFDN4,-0.00050654,0.999493588,-0.000169004,0.000169004
EXOC3L1,-0.000507788,0.999492341,2.6934400614514378e-05,2.6934400614514378e-05
FGD4,-0.000508405,0.999491724,0.000101252,0.000101252
TRMT61A,-0.000508798,0.999491332,-0.000165379,0.000165379
AGK,-0.000509418,0.999490712,-0.000131001,0.000131001
TRAPPC8,-0.000510152,0.999489978,-4.11E-05,4.111712244843531e-05
INO80D,-0.000510506,0.999489625,-8.47E-05,8.470649960638788e-05
OLR1,-0.000510849,0.999489282,-0.000466713,0.000466713
PDAP1,-0.000511048,0.999489083,-0.00013339,0.00013339
DNMT3A,-0.000511686,0.999488445,-0.000236928,0.000236928
GPATCH4,-0.000511848,0.999488283,-0.000131999,0.000131999
SMTN,-0.000511883,0.999488248,1.817034719809544e-05,1.817034719809544e-05
INPP5E,-0.000512507,0.999487624,-0.000224183,0.000224183
CPNE7,-0.000512597,0.999487534,5.745728529564205e-05,5.745728529564205e-05
KIAA0895L,-0.000512828,0.999487303,-0.000177128,0.000177128
SETD2,-0.000513667,0.999486465,-1.41E-05,1.4052538898081182e-05
CD68,-0.000513728,0.999486404,-0.000110714,0.000110714
RIN1,-0.000514099,0.999486033,8.349428422880015e-06,8.349428422880015e-06
WSB2,-0.000514406,0.999485727,-0.000180663,0.000180663
CCDC124,-0.000514558,0.999485574,-0.000148612,0.000148612
DDX17,-0.000514891,0.999485241,-0.000119143,0.000119143
EEA1,-0.000515175,0.999484958,1.4413945660099283e-05,1.4413945660099283e-05
HSPA1A,-0.000515328,0.999484805,-0.000259903,0.000259903
PRPF18,-0.000515512,0.999484621,-7.75E-05,7.746445268133877e-05
SF3B3,-0.000515672,0.999484461,-7.88E-05,7.877723599023466e-05
STRADB,-0.000517994,0.99948214,-6.64E-05,6.639232955029262e-05
ITPKC,-0.000518187,0.999481947,-1.40E-05,1.3969407914941367e-05
EPHB3,-0.000521295,0.999478841,-7.64E-05,7.642245269429224e-05
IL6ST,-0.000522466,0.999477671,0.000165515,0.000165515
WDR5B,-0.000522688,0.999477449,-0.000134916,0.000134916
GFER,-0.00052282,0.999477317,-5.67E-05,5.673450179809582e-05
WDR13,-0.000523764,0.999476373,-5.65E-05,5.653672158462304e-05
GADD45A,-0.000523883,0.999476254,0.000202015,0.000202015
NCOR1,-0.000524529,0.999475609,-3.48E-05,3.482995647746158e-05
RALGAPA1,-0.000524569,0.999475568,0.000104292,0.000104292
ZNF395,-0.000524576,0.999475561,7.433598428654292e-05,7.433598428654292e-05
RALB,-0.000525877,0.999474261,-6.99E-05,6.993093637327336e-05
CBX8,-0.000526242,0.999473896,-0.000176626,0.000176626
CLMN,-0.000526632,0.999473507,-0.000156481,0.000156481
COG1,-0.000526865,0.999473274,-7.63E-05,7.630293463929683e-05
SEC24B,-0.000526878,0.999473261,1.294248018467864e-05,1.294248018467864e-05
LENG8,-0.000527345,0.999472794,-3.29E-05,3.2868062409079774e-05
RWDD2B,-0.000527523,0.999472616,-0.000134375,0.000134375
PCM1,-0.000527708,0.999472431,-5.91E-05,5.905732738131601e-05
G3BP1,-0.000528049,0.99947209,-0.000112763,0.000112763
CTNNB1,-0.000528441,0.999471698,-7.62E-05,7.619512787410826e-05
TDRKH,-0.000528515,0.999471624,-0.00020417,0.00020417
GRIP2,-0.000529341,0.999470799,5.796417114852003e-05,5.796417114852003e-05
PSTK,-0.000530274,0.999469866,-0.00014672,0.00014672
CACNA2D2,-0.000532347,0.999467795,-4.55E-05,4.5537680155392085e-05
COX14,-0.000533238,0.999466904,-8.23E-05,8.230119912267225e-05
WDR43,-0.00053433,0.999465813,4.217537695238964e-06,4.217537695238964e-06
LTBP2,-0.000535075,0.999465069,0.000157204,0.000157204
PLEKHH3,-0.000535641,0.999464502,8.23535538977977e-06,8.23535538977977e-06
ZNF567,-0.000536461,0.999463683,-0.000246549,0.000246549
FBXO33,-0.000537502,0.999462642,-0.000138219,0.000138219
KRT80,-0.000537872,0.999462272,-0.000149846,0.000149846
RAPH1,-0.000538097,0.999462048,0.000111266,0.000111266
PIH1D1,-0.000538318,0.999461827,-0.000142309,0.000142309
PCDHB5,-0.000540315,0.999459831,-0.000105147,0.000105147
ACTR8,-0.000541098,0.999459049,-3.29E-05,3.290933237707402e-05
TRDMT1,-0.000541573,0.999458574,-0.000161726,0.000161726
GCHFR,-0.000542193,0.999457954,-3.51E-05,3.509724912822363e-05
CCS,-0.000545584,0.999454565,-0.00010156,0.00010156
TTC19,-0.000546056,0.999454093,-6.60E-05,6.603457765065081e-05
ZBTB1,-0.000547121,0.999453029,-2.70E-05,2.6989200449670583e-05
BCORL1,-0.000547192,0.999452958,-3.21E-05,3.206945037797365e-05
ACSF2,-0.000547496,0.999452654,1.5471744531063945e-05,1.5471744531063945e-05
ANXA2,-0.000547941,0.999452209,-0.000131531,0.000131531
ARHGAP8,-0.000549748,0.999450403,-0.000133571,0.000133571
TMEM91,-0.000550057,0.999450094,-8.55E-05,8.550280547806391e-05
AUNIP,-0.000550839,0.999449313,-0.000291825,0.000291825
FMOD,-0.000551506,0.999448646,0.000147994,0.000147994
CYP27B1,-0.000551565,0.999448587,-3.99E-05,3.986146598323375e-05
SPRY3,-0.000552335,0.999447818,-5.71E-05,5.708875616305346e-05
HSP90AA1,-0.000552342,0.99944781,-0.000151717,0.000151717
CBLN1,-0.000552841,0.999447311,4.469636117831349e-05,4.469636117831349e-05
SATL1,-0.000553248,0.999446905,-0.000129825,0.000129825
NLK,-0.000553739,0.999446414,-0.000173295,0.000173295
ZNF175,-0.000553765,0.999446388,-5.16E-05,5.1620701813801136e-05
MCM6,-0.000553986,0.999446168,-0.000195382,0.000195382
PPIA,-0.000555315,0.99944484,-0.000121867,0.000121867
NUDT13,-0.00055719,0.999442965,-0.000142011,0.000142011
SEC22C,-0.000557226,0.99944293,-0.000163984,0.000163984
UGCG,-0.000561101,0.999439056,-7.19E-05,7.188412925272086e-05
INSIG1,-0.000561171,0.999438986,-0.000135183,0.000135183
PEX19,-0.000561641,0.999438517,3.239598855977327e-05,3.239598855977327e-05
